,SICREDI - FUNDO DE INVESTIMENTO EM ACOES PETROBRAS,Close
2022-01-04,0.3756094755354766,100.37560947553547
2022-01-05,-3.863927391615285,96.49716880650946
2022-01-06,-0.0717450329782654,96.42793688092614
2022-01-07,0.4625165056273861,96.87393200503638
2022-01-10,-0.6015283014540129,96.29120788729477
2022-01-11,2.950553967179625,99.13233194165853
2022-01-12,3.0388317098316358,102.1447966793972
2022-01-13,2.010873798559709,104.19879963241529
2022-01-14,3.7130755384369385,108.06777977291142
2022-01-17,0.1573156149962784,108.23778726527401
2022-01-18,0.4416915584177117,108.71586443464284
2022-01-19,-0.4741723091232441,108.2003639098698
2022-01-20,0.7278769404193808,108.98792940821959
2022-01-21,0.156465771171832,109.15845821245237
2022-01-24,0.5637481158355273,109.77383696390018
2022-01-25,3.243564960751,113.33442267573318
2022-01-26,2.658710227007499,116.3476565621328
2022-01-27,0.0285144940231019,116.38083250770923
2022-01-28,-3.949636991775074,111.78421209564895
2022-01-31,-0.5831890752926672,111.13229878280515
2022-02-01,2.0032502639407257,113.3585568514951
2022-02-02,-1.451090730526361,111.71362134076459
2022-02-03,-1.3795634280554303,110.17246107659108
2022-02-04,1.7402013752570111,112.08968375940042
2022-02-07,-1.4669607322963074,110.4453721136949
2022-02-08,-0.9933541161643022,109.34825846369053
2022-02-09,0.3751432578315894,109.75847108287333
2022-02-10,1.5280720124530411,111.43565956078707
2022-02-11,4.056708594069458,115.9562795390475
2022-02-14,-2.24478570801585,113.35330954840805
2022-02-15,-1.571553692231753,111.57190142693315
2022-02-16,1.37953871016121,113.1110789967806
2022-02-17,-0.3940565795888751,112.66535734774982
2022-02-18,0.606777355575483,113.34898522371417
2022-02-21,2.5662041881599595,116.25775162976193
2022-02-22,-0.3250975531566613,115.87980052385862
2022-02-23,1.4201235100355314,117.52543681448022
2022-02-24,-2.4216721650408117,114.67935602430133
2022-02-25,1.8234556484700184,116.7704832193555
2022-03-02,1.967006511092784,119.06736622731472
2022-03-03,-1.2363654738113738,117.59525842070366
2022-03-04,-0.0295128368849484,117.56055272390152
2022-03-07,-7.077364415504928,109.2403639987492
2022-03-08,2.0676492767017773,111.49907159483573
2022-03-09,0.3057458451063422,111.83997537356908
2022-03-10,3.490405583573053,115.74364411867485
2022-03-11,-3.5819966726356123,111.59771063755672
2022-03-14,-1.9028855612886475,109.47413391510597
2022-03-15,-2.405619242268497,106.84060308433739
2022-03-16,-0.8656833058903524,105.9157018195237
2022-03-17,-2.654521013502309,103.104147258126
2022-03-18,1.9934397466014664,105.15946630996399
2022-03-21,3.750524889493856,109.10349826757809
2022-03-22,-0.4398631039178258,108.62359223361538
2022-03-23,1.3545688907680375,110.09497362204667
2022-03-24,1.1499642887277783,111.36102650238448
2022-03-25,-0.3693374480483791,110.94972852898009
2022-03-28,-2.1605462243647238,108.5526083583043
2022-03-29,2.206768676235616,110.94811331679207
2022-03-30,2.128326111329115,113.30945098254037
2022-03-31,1.3887869635914596,114.88307786630294
2022-04-01,-1.3118590646039483,113.37597379561784
2022-04-04,-0.9360335373448936,112.3147366575995
2022-04-05,-0.9447257302738544,111.25367044150583
2022-04-06,-0.0930860022327562,111.15010884735463
2022-04-07,5.17134041178533,116.89805934392126
2022-04-08,0.4965664081082455,117.47853583835362
2022-04-11,-0.7585373277301577,116.58741729194885
2022-04-12,-0.2938972234943993,116.24477010958398
2022-04-13,2.1191743327679813,118.70819944093144
2022-04-14,-1.0315368764858055,117.4836805882859
2022-04-18,-1.603608568466086,115.59970221982283
2022-04-19,2.7506598290820694,118.77945679132199
2022-04-20,0.4322209015532374,119.29284643032548
2022-04-22,-3.561235018629527,115.04454780852879
2022-04-25,-1.3408535611053265,113.50196889238062
2022-04-26,-0.1516058702154432,113.32989324472966
2022-04-27,-0.0008144174204471,113.3289702663365
2022-04-28,0.6039331403098203,114.01340147534677
2022-04-29,0.0592759518932117,114.0809840043571
2022-05-02,-0.9021417495074456,113.05181181940489
2022-05-03,0.8175848552145926,113.97610631138605
2022-05-04,5.471855404529524,120.21271404445794
2022-05-05,-0.1720768563986063,120.00585578513879
2022-05-06,2.9970053091456617,123.60243765430509
2022-05-09,-2.495645967383453,120.51775840339778
2022-05-10,0.7945563786569521,121.47533994020635
2022-05-11,3.183022361126242,125.34192717375724
2022-05-12,0.7016568494435216,126.22139739099642
2022-05-13,1.3687008615063112,127.94899074449229
2022-05-16,0.9879418607058988,129.21305238440786
2022-05-17,-1.2970830265283784,127.53705181387048
2022-05-18,-1.6377336359983952,125.44833461795402
2022-05-19,1.6896834135135208,127.56801432052252
2022-05-20,1.9249816993323063,130.0236752503942
2022-05-23,3.921247208400147,135.12222498640955
2022-05-24,-2.436160219715533,131.8304310932961
2022-05-25,1.2691783321287398,133.50359435988415
2022-05-26,0.2224357728548565,133.80055411178756
2022-05-27,-4.25705605704938,128.10458951860608
2022-05-30,-1.7736216878142197,125.8324987358187
2022-05-31,0.2069889555632142,126.09295811071107
2022-06-01,-0.1187167180940917,125.94326468909428
2022-06-02,-0.7703094300137825,124.97311184472697
2022-06-03,1.549644867495048,126.90975125817764
2022-06-06,0.0577776766182092,126.98307676385656
2022-06-07,1.0550451368048996,128.32280553981886
2022-06-08,-0.436406133421563,127.76279694586447
2022-06-09,-1.2846088082663965,126.12154480261039
2022-06-10,-1.2425026067578226,124.55448132075472
2022-06-13,-1.138885019860114,123.13594899142818
2022-06-14,0.9986782750448064,124.36568096277583
2022-06-15,-1.5648069746593274,122.41959811298774
2022-06-17,-5.723857844206992,115.41247434355083
2022-06-20,1.0624078237644774,116.63862550057688
2022-06-21,-1.8670406946686424,114.46093489677895
2022-06-22,-0.2765699030392698,114.14437040011708
2022-06-23,-1.736856050960767,112.16184699599158
2022-06-24,-0.7058108916282779,111.37019646364243
2022-06-27,6.003896343870308,118.05674761728423
2022-06-28,1.1719825100618086,119.44035205130662
2022-06-29,-0.8292779922285387,118.44985949790484
2022-06-30,-0.5017996606521025,117.85547850490146
2022-07-01,2.0159510529048186,120.23138726472703
2022-07-04,2.007324978352454,122.64482193311157
2022-07-05,-3.583080342410161,118.2503594274423
2022-07-06,-1.2054548283634725,116.82490476016704
2022-07-07,2.7430485780769454,120.02946864903055
2022-07-08,1.0539662413820317,121.29453872830156
2022-07-11,-0.45746572107217,120.73965779208697
2022-07-12,-1.410831843153426,119.03622425264173
2022-07-13,0.0655264570159852,119.11422447296009
2022-07-14,-2.5264366417436346,116.10487906034646
2022-07-15,1.6015491559115524,117.96435577090956
2022-07-18,2.141183164638205,120.4901886969502
2022-07-19,2.018716836407375,122.92254442239455
2022-07-20,-0.0353878371378235,122.87904479256869
2022-07-21,-0.5135069778013035,122.24805232330326
2022-07-22,1.0627668163462944,123.54726405702498
2022-07-25,4.650106218119632,129.29234306525737
2022-07-26,1.0044934769858571,130.59107621759006
2022-07-27,1.0908535011973086,132.01563354476087
2022-07-28,2.9873743791705154,135.9594347577767
2022-07-29,5.7399381178596665,143.76342217826488
2022-08-01,-1.380367368766222,141.77895881029448
2022-08-02,0.4435045424299844,142.40775493282808
2022-08-03,0.1469200382200997,142.61698046080377
2022-08-04,0.9720596300280436,144.00330255342823
2022-08-05,1.9245842107964872,146.774767377397
2022-08-08,5.051116246249321,154.18853149779136
