;SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA PETROBRAS PRÉ-SAL;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES - PETROBRAS 2010;ITAÚ AÇÕES PETROBRÁS - FUNDO DE INVESTIMENTO;SANTANDER FI PETROBRÁS AÇÕES;BB AÇÕES PETROBRAS FUNDO DE INVESTIMENTO;BB AÇÕES PETROBRAS I FUNDO DE INVESTIMENTO;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES PETROBRAS;BRADESCO H FUNDO DE INVESTIMENTO AÇÕES PETROBRAS;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA PETROBRAS;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA PETROBRAS PLUS;SANTANDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PETROBRÁS 2 AÇÕES;CAIXA FUNDO DE INVESTIMENTO EM AÇÕES BANCO DO BRASIL PLUS;BB AÇÕES BB FUNDO DE INVESTIMENTO;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES CIELO;ITAÚ AÇÕES PETROBRAS I - FUNDO DE INVESTIMENTO;BB AÇÕES CIELO FUNDO DE INVESTIMENTO;BB AÇÕES BB SEGURIDADE FUNDO DE INVESTIMENTO EM AÇÕES;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA SEGURIDADE;MB FUNDO DE INVESTIMENTO EM AÇÕES INSTITUIÇÕES FINANCEIRAS;ORGANON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;TARPON GT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;ALASKA BLACK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES II - BDR NÍVEL I;ALASKA BLACK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;CHARLES RIVER FUNDO DE INVESTIMENTO DE AÇÕES;ITAÚ UNIBANCO AÇÕES HOLDING FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;ITAÚ INDEX ITAÚ UNIBANCO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;ITAÚ UNIBANCO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;SQUADRA LB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES ACCESS;SPX FALCON ARMATA ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;SPX FALCON SELEÇÃO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;GUEPARDO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;ABSOLUTE PACE LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;REAL INVESTOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;XP INVESTOR DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;ABSOLUTE PACE LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;PLURAL DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;RPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES SELECTION;XP INVESTOR IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;BB ACOES SETOR FINANCEIRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO
2024-01-31;6.782786330148255;6.765118573412977;6.66725321298658;6.805182347716212;6.729873497166466;6.6248442144485296;6.597674974892854;6.725462790368255;6.716636190409474;6.7367095667762555;6.730761705091808;6.692004221895246;2.9499221474535346;2.920368613503868;9.164773383649731;6.582452519726488;9.096615955235649;0.920295732305803;10.312619874359214;10.85177597817733;0.9523429896910613;-2.8378723988747936;-5.496717822783452;-5.508721317045257;0.8754032135064307;-2.203539808658519;-2.2507588733948296;-2.431274882516078;2.205843375220695;-0.7574568245537705;-0.7453401305166807;0.24817352389663938;1.5854177081113647;-1.8732132226774354;-0.5048277789102258;1.5841556729618844;-2.207653724383519;-3.716399744626031;-1.8933355702437353;-3.683800792970544
